drug,5-Fluorocytosine,Amikacin,Amoxicillin,Amphotericin B,Ampicillin,Anidulafungin,Azithromycin,Aztreonam,Benzylpenicillin,Caspofungin,Cefazolin,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Cefpodoxime,Ceftazidime,Ceftobiprole,Ceftriaxone,Cefuroxime,Chloramphenicol,Ciprofloxacin,Clarithromycin,Clindamycin,Colistin,Cotrimoxazole,Daptomycin,Doxycycline,Ertapenem,Erythromycin,Fluconazole,Fosfomycin,Fusidic acid,Gentamicin,Imipenem,Isavuconazole,Itraconazole,Levofloxacin,Linezolid,Meropenem,Metronidazole,Micafungin,Minocycline,Moxifloxacin,Mupirocin,Nitrofurantoin,Norfloxacin,Novobiocin,Ofloxacin,Oxacillin,Penicillin,Piperacillin,Polymyxin B,Posaconazole,Quinolones,Rifampicin,Teicoplanin,Telithromycin,Tetracycline,Ticarcillin,Tigecycline,Tobramycin,Vancomycin,Voriconazole
Chloramphenicol,0.24285714285714285,0.44285714285714284,0.33766233766233766,0.3026315789473684,0.32894736842105265,0.40963855421686746,0.325,0.35106382978723405,0.35526315789473684,0.40963855421686746,0.3595505617977528,0.35353535353535354,0.42528735632183906,0.3977272727272727,0.37209302325581395,0.3888888888888889,0.3829787234042553,0.40625,0.35714285714285715,0.4235294117647059,1.0,0.34146341463414637,0.3076923076923077,0.3902439024390244,0.39473684210526316,0.3191489361702128,0.4,0.3783783783783784,0.42857142857142855,0.32051282051282054,0.3194444444444444,0.2222222222222222,0.19480519480519481,0.3246753246753247,0.34146341463414637,0.275,0.34782608695652173,0.313953488372093,0.3950617283950617,0.34146341463414637,0.4520547945205479,0.39,0.39473684210526316,0.3563218390804598,0.24675324675324675,0.5352112676056338,0.3493975903614458,0.35,0.313953488372093,0.36585365853658536,0.35526315789473684,0.3225806451612903,0.42105263157894735,0.358695652173913,0.18032786885245902,0.3655913978494624,0.42857142857142855,0.28421052631578947,0.37662337662337664,0.3333333333333333,0.43209876543209874,0.391304347826087,0.42857142857142855,0.37623762376237624
Ciprofloxacin,0.4264705882352941,0.48,0.3950617283950617,0.4342105263157895,0.37037037037037035,0.5301204819277109,0.45,0.3173076923076923,0.3950617283950617,0.5119047619047619,0.47191011235955055,0.46938775510204084,0.44086021505376344,0.4148936170212766,0.43820224719101125,0.42105263157894735,0.4583333333333333,0.5263157894736842,0.4444444444444444,0.39361702127659576,0.34146341463414637,1.0,0.4,0.4588235294117647,0.46835443037974683,0.32673267326732675,0.573170731707317,0.4,0.5,0.4125,0.4583333333333333,0.17567567567567569,0.3076923076923077,0.4,0.42857142857142855,0.4358974358974359,0.5764705882352941,0.782608695652174,0.618421052631579,0.4457831325301205,0.4146341463414634,0.44660194174757284,0.4146341463414634,0.8823529411764706,0.358974358974359,0.367816091954023,0.9365079365079365,0.38823529411764707,0.782608695652174,0.43529411764705883,0.3950617283950617,0.4777777777777778,0.4936708860759494,0.5882352941176471,0.30158730158730157,0.5747126436781609,0.5853658536585366,0.5348837209302325,0.39759036144578314,0.375,0.4823529411764706,0.4722222222222222,0.5116279069767442,0.41904761904761906
Clarithromycin,0.2191780821917808,0.5147058823529411,0.4583333333333333,0.6290322580645161,0.4507042253521127,0.5657894736842105,0.8620689655172413,0.35789473684210527,0.4788732394366197,0.5256410256410257,0.36666666666666664,0.4166666666666667,0.38461538461538464,0.4044943820224719,0.5,0.42696629213483145,0.43478260869565216,0.3173076923076923,0.3917525773195876,0.43023255813953487,0.3076923076923077,0.4,1.0,0.5675675675675675,0.5211267605633803,0.38461538461538464,0.5125,0.5522388059701493,0.4358974358974359,0.9811320754716981,0.27631578947368424,0.27419354838709675,0.5161290322580645,0.6774193548387096,0.38271604938271603,0.3,0.4482758620689655,0.4935064935064935,0.41975308641975306,0.47368421052631576,0.2857142857142857,0.46875,0.5882352941176471,0.4634146341463415,0.5076923076923077,0.32142857142857145,0.4430379746835443,0.5942028985507246,0.4935064935064935,0.4430379746835443,0.4788732394366197,0.5625,0.5277777777777778,0.45977011494252873,0.1935483870967742,0.5176470588235295,0.5443037974683544,0.6533333333333333,0.6119402985074627,0.43661971830985913,0.5945945945945946,0.53125,0.6266666666666667,0.38235294117647056
Clindamycin,0.27848101265822783,0.5333333333333333,0.4810126582278481,0.4868421052631579,0.47435897435897434,0.6794871794871795,0.6438356164383562,0.39603960396039606,0.4810126582278481,0.6794871794871795,0.4673913043478261,0.5257731958762887,0.422680412371134,0.4574468085106383,0.5172413793103449,0.4787234042553192,0.45454545454545453,0.46078431372549017,0.45544554455445546,0.4835164835164835,0.3902439024390244,0.4588235294117647,0.5675675675675675,1.0,0.6216216216216216,0.40816326530612246,0.6024096385542169,0.45,0.5897435897435898,0.56,0.345679012345679,0.21333333333333335,0.34177215189873417,0.5466666666666666,0.569620253164557,0.38095238095238093,0.550561797752809,0.5301204819277109,0.5487804878048781,0.631578947368421,0.36363636363636365,0.5612244897959183,0.48148148148148145,0.5348837209302325,0.42857142857142855,0.41379310344827586,0.5,0.43529411764705883,0.5301204819277109,0.46511627906976744,0.4810126582278481,0.6707317073170732,0.6266666666666667,0.5444444444444444,0.2112676056338028,0.6022727272727273,0.6144578313253012,0.6190476190476191,0.5,0.4805194805194805,0.5294117647058824,0.4666666666666667,0.5764705882352941,0.42990654205607476
Colistin,0.2916666666666667,0.671875,0.4533333333333333,0.5909090909090909,0.44594594594594594,0.7083333333333334,0.5774647887323944,0.3711340206185567,0.47297297297297297,0.782608695652174,0.42696629213483145,0.47368421052631576,0.41304347826086957,0.4175824175824176,0.47619047619047616,0.42391304347826086,0.4166666666666667,0.4536082474226804,0.37623762376237624,0.4111111111111111,0.39473684210526316,0.46835443037974683,0.5211267605633803,0.6216216216216216,1.0,0.3402061855670103,0.7857142857142857,0.44,0.5466666666666666,0.5352112676056338,0.3116883116883117,0.18571428571428572,0.4411764705882353,0.6119402985074627,0.5466666666666666,0.30120481927710846,0.4444444444444444,0.4691358024691358,0.5063291139240507,0.5675675675675675,0.4,0.5591397849462365,0.47368421052631576,0.4939759036144578,0.5,0.41975308641975306,0.5128205128205128,0.46153846153846156,0.4691358024691358,0.42168674698795183,0.47297297297297297,0.573170731707317,0.9655172413793104,0.47191011235955055,0.2,0.5287356321839081,0.7027027027027027,0.5609756097560976,0.49333333333333335,0.4520547945205479,0.6052631578947368,0.59375,0.6363636363636364,0.35514018691588783
Cotrimoxazole,0.35365853658536583,0.37362637362637363,0.3956043956043956,0.3977272727272727,0.37362637362637363,0.41,0.3829787234042553,0.6063829787234043,0.3655913978494624,0.41,0.4215686274509804,0.43636363636363634,0.4368932038834951,0.47,0.42,0.46078431372549017,0.49514563106796117,0.45871559633027525,0.5544554455445545,0.45,0.3191489361702128,0.32673267326732675,0.38461538461538464,0.40816326530612246,0.3402061855670103,1.0,0.43,0.4,0.38144329896907214,0.3804347826086957,0.32222222222222224,0.2625,0.23404255319148937,0.4157303370786517,0.34,0.3404255319148936,0.46534653465346537,0.37,0.37,0.35353535353535354,0.3402061855670103,0.5825242718446602,0.41304347826086957,0.40594059405940597,0.2631578947368421,0.4148936170212766,0.3465346534653465,0.48314606741573035,0.37,0.4945054945054945,0.3655913978494624,0.4,0.36082474226804123,0.46078431372549017,0.21518987341772153,0.46601941747572817,0.39805825242718446,0.44554455445544555,0.3978494623655914,0.37777777777777777,0.4,0.3793103448275862,0.45454545454545453,0.5377358490566038
Daptomycin,0.325,0.6666666666666666,0.46987951807228917,0.5945945945945946,0.4634146341463415,0.7662337662337663,0.5432098765432098,0.3904761904761905,0.4878048780487805,0.7662337662337663,0.5053763440860215,0.5454545454545454,0.5052631578947369,0.5106382978723404,0.5393258426966292,0.5157894736842106,0.5050505050505051,0.5247524752475248,0.49019607843137253,0.48936170212765956,0.4,0.573170731707317,0.5125,0.6024096385542169,0.7857142857142857,0.43,1.0,0.4578313253012048,0.5925925925925926,0.525,0.37349397590361444,0.17073170731707318,0.4605263157894737,0.6133333333333333,0.5357142857142857,0.375,0.5714285714285714,0.6097560975609756,0.6097560975609756,0.5357142857142857,0.45348837209302323,0.6631578947368421,0.5060240963855421,0.6309523809523809,0.4935064935064935,0.43820224719101125,0.6172839506172839,0.5487804878048781,0.6097560975609756,0.5057471264367817,0.4878048780487805,0.5955056179775281,0.8142857142857143,0.5824175824175825,0.28169014084507044,0.6590909090909091,0.8051948051948052,0.6588235294117647,0.5060240963855421,0.45121951219512196,0.6265060240963856,0.5972222222222222,0.7160493827160493,0.46296296296296297
Doxycycline,0.3088235294117647,0.4305555555555556,0.5909090909090909,0.5074626865671642,0.5606060606060606,0.5063291139240507,0.5,0.40217391304347827,0.5,0.5063291139240507,0.3977272727272727,0.4166666666666667,0.4157303370786517,0.45348837209302323,0.5189873417721519,0.45977011494252873,0.5,0.3838383838383838,0.4673913043478261,0.4642857142857143,0.3783783783783784,0.4,0.5522388059701493,0.45,0.44,0.4,0.4578313253012048,1.0,0.49333333333333335,0.5441176470588235,0.24358974358974358,0.234375,0.40298507462686567,0.4647887323943662,0.4177215189873418,0.25301204819277107,0.3695652173913043,0.4375,0.36904761904761907,0.49333333333333335,0.22727272727272727,0.4387755102040816,0.9285714285714286,0.42857142857142855,0.32432432432432434,0.32142857142857145,0.4074074074074074,0.6923076923076923,0.4375,0.52,0.5,0.4880952380952381,0.4666666666666667,0.3804347826086957,0.2982456140350877,0.5925925925925926,0.46987951807228917,0.47619047619047616,0.9285714285714286,0.5454545454545454,0.7878787878787878,0.38028169014084506,0.5641025641025641,0.38235294117647056
Ertapenem,0.29333333333333333,0.5,0.6865671641791045,0.47297297297297297,0.6818181818181818,0.6075949367088608,0.48717948717948717,0.4731182795698925,0.6865671641791045,0.6282051282051282,0.6375,0.5652173913043478,0.5952380952380952,0.6024096385542169,0.6842105263157895,0.5882352941176471,0.5909090909090909,0.5934065934065934,0.5543478260869565,0.6172839506172839,0.42857142857142855,0.5,0.4358974358974359,0.5897435897435898,0.5466666666666666,0.38144329896907214,0.5925925925925926,0.49333333333333335,1.0,0.44871794871794873,0.3291139240506329,0.1917808219178082,0.34210526315789475,0.4177215189873418,0.7142857142857143,0.3493975903614458,0.425531914893617,0.4642857142857143,0.5,0.8461538461538461,0.36470588235294116,0.49,0.5263157894736842,0.5609756097560976,0.37662337662337664,0.4691358024691358,0.5061728395061729,0.475,0.4642857142857143,0.6052631578947368,0.6865671641791045,0.6419753086419753,0.5733333333333334,0.43617021276595747,0.24242424242424243,0.5568181818181818,0.5116279069767442,0.48314606741573035,0.5064935064935064,0.6666666666666666,0.575,0.4722222222222222,0.4942528735632184,0.5360824742268041
Erythromycin,0.21621621621621623,0.5294117647058824,0.4520547945205479,0.6451612903225806,0.4444444444444444,0.5789473684210527,0.8793103448275862,0.3541666666666667,0.49295774647887325,0.5384615384615384,0.37777777777777777,0.41237113402061853,0.3956043956043956,0.4,0.5125,0.4222222222222222,0.43010752688172044,0.3269230769230769,0.3877551020408163,0.42528735632183906,0.32051282051282054,0.4125,0.9811320754716981,0.56,0.5352112676056338,0.3804347826086957,0.525,0.5441176470588235,0.44871794871794873,1.0,0.2894736842105263,0.2698412698412698,0.532258064516129,0.6935483870967742,0.3780487804878049,0.3125,0.4431818181818182,0.48717948717948717,0.4146341463414634,0.4868421052631579,0.2976190476190476,0.4791666666666667,0.5797101449275363,0.47560975609756095,0.5230769230769231,0.3333333333333333,0.45569620253164556,0.5857142857142857,0.48717948717948717,0.4375,0.49295774647887325,0.5555555555555556,0.5416666666666666,0.45454545454545453,0.19047619047619047,0.5116279069767442,0.5569620253164557,0.6447368421052632,0.6029411764705882,0.4305555555555556,0.6081081081081081,0.546875,0.64,0.3786407766990291
Fluconazole,0.3442622950819672,0.3150684931506849,0.32432432432432434,0.22077922077922077,0.3150684931506849,0.36585365853658536,0.36486486486486486,0.32608695652173914,0.38028169014084506,0.36585365853658536,0.46835443037974683,0.32989690721649484,0.367816091954023,0.3258426966292135,0.34523809523809523,0.31868131868131866,0.3888888888888889,0.3402061855670103,0.3617021276595745,0.30337078651685395,0.3194444444444444,0.4583333333333333,0.27631578947368424,0.345679012345679,0.3116883116883117,0.32222222222222224,0.37349397590361444,0.24358974358974358,0.3291139240506329,0.2894736842105263,1.0,0.18032786885245902,0.17567567567567569,0.29333333333333333,0.2962962962962963,0.7962962962962963,0.5256410256410257,0.44,0.42105263157894735,0.2962962962962963,0.5303030303030303,0.3673469387755102,0.23170731707317074,0.4675324675324675,0.18181818181818182,0.4246575342465753,0.4657534246575342,0.24096385542168675,0.44,0.38961038961038963,0.38028169014084506,0.3409090909090909,0.33766233766233766,0.5789473684210527,0.17543859649122806,0.38636363636363635,0.3372093023255814,0.4268292682926829,0.23170731707317074,0.3013698630136986,0.32142857142857145,0.3382352941176471,0.36904761904761907,0.34
Fosfomycin,0.12280701754385964,0.21875,0.21212121212121213,0.26666666666666666,0.2,0.20512820512820512,0.25757575757575757,0.2682926829268293,0.19402985074626866,0.20512820512820512,0.18072289156626506,0.16842105263157894,0.18823529411764706,0.19047619047619047,0.21794871794871795,0.18604651162790697,0.2159090909090909,0.17894736842105263,0.2087912087912088,0.225,0.2222222222222222,0.17567567567567569,0.27419354838709675,0.21333333333333335,0.18571428571428572,0.2625,0.17073170731707318,0.234375,0.1917808219178082,0.2698412698412698,0.18032786885245902,1.0,0.21052631578947367,0.25396825396825395,0.1917808219178082,0.16176470588235295,0.21686746987951808,0.18421052631578946,0.16883116883116883,0.1917808219178082,0.18571428571428572,0.2608695652173913,0.22058823529411764,0.1875,0.30357142857142855,0.22857142857142856,0.17105263157894737,0.25,0.18421052631578946,0.2535211267605634,0.19402985074626866,0.19047619047619047,0.18055555555555555,0.21428571428571427,0.06521739130434782,0.20930232558139536,0.18292682926829268,0.2073170731707317,0.22058823529411764,0.2222222222222222,0.19230769230769232,0.23728813559322035,0.19753086419753085,0.23404255319148937
Fusidic acid,0.11267605633802817,0.34782608695652173,0.3194444444444444,0.5689655172413793,0.30985915492957744,0.4342105263157895,0.4626865671641791,0.23958333333333334,0.35714285714285715,0.4155844155844156,0.2988505747126437,0.3548387096774194,0.28888888888888886,0.3068181818181818,0.375,0.3146067415730337,0.34065934065934067,0.2828282828282828,0.28865979381443296,0.313953488372093,0.19480519480519481,0.3076923076923077,0.5161290322580645,0.34177215189873417,0.4411764705882353,0.23404255319148937,0.4605263157894737,0.40298507462686567,0.34210526315789475,0.532258064516129,0.17567567567567569,0.21052631578947367,1.0,0.46875,0.3783783783783784,0.20512820512820512,0.28888888888888886,0.3291139240506329,0.3125,0.3783783783783784,0.1951219512195122,0.35051546391752575,0.4411764705882353,0.35802469135802467,0.6296296296296297,0.1744186046511628,0.3333333333333333,0.47058823529411764,0.3291139240506329,0.3,0.35714285714285715,0.3855421686746988,0.4492753623188406,0.3146067415730337,0.16363636363636364,0.4,0.4358974358974359,0.4430379746835443,0.4626865671641791,0.29577464788732394,0.4594594594594595,0.3333333333333333,0.4358974358974359,0.25961538461538464
Gentamicin,0.2714285714285714,0.7166666666666667,0.4,0.7413793103448276,0.3918918918918919,0.5866666666666667,0.7142857142857143,0.34375,0.4,0.5454545454545454,0.33695652173913043,0.4020618556701031,0.38461538461538464,0.3888888888888889,0.48148148148148145,0.3956043956043956,0.3894736842105263,0.3431372549019608,0.36363636363636365,0.3977272727272727,0.3246753246753247,0.4,0.6774193548387096,0.5466666666666666,0.6119402985074627,0.4157303370786517,0.6133333333333333,0.4647887323943662,0.4177215189873418,0.6935483870967742,0.29333333333333333,0.25396825396825395,0.46875,1.0,0.38271604938271603,0.31645569620253167,0.4318181818181818,0.47435897435897434,0.41975308641975306,0.4177215189873418,0.3333333333333333,0.5,0.5,0.4634146341463415,0.5555555555555556,0.3373493975903614,0.4074074074074074,0.5492957746478874,0.47435897435897434,0.3902439024390244,0.4,0.4880952380952381,0.6176470588235294,0.4431818181818182,0.1746031746031746,0.5176470588235295,0.6266666666666667,0.55,0.5211267605633803,0.3783783783783784,0.5526315789473685,0.7192982456140351,0.6944444444444444,0.34285714285714286
Imipenem,0.24358974358974358,0.48,0.547945205479452,0.4533333333333333,0.5416666666666666,0.5487804878048781,0.4146341463414634,0.4421052631578947,0.547945205479452,0.6075949367088608,0.5783132530120482,0.6179775280898876,0.5764705882352941,0.5833333333333334,0.620253164556962,0.5882352941176471,0.5730337078651685,0.5934065934065934,0.5543478260869565,0.6172839506172839,0.34146341463414637,0.42857142857142855,0.38271604938271603,0.569620253164557,0.5466666666666666,0.34,0.5357142857142857,0.4177215189873418,0.7142857142857143,0.3780487804878049,0.2962962962962963,0.1917808219178082,0.3783783783783784,0.38271604938271603,1.0,0.3023255813953488,0.4105263157894737,0.41379310344827586,0.4819277108433735,0.7391304347826086,0.36470588235294116,0.46078431372549017,0.45,0.4883720930232558,0.39473684210526316,0.4166666666666667,0.4523809523809524,0.38823529411764707,0.41379310344827586,0.4878048780487805,0.547945205479452,0.6219512195121951,0.5324675324675324,0.42105263157894735,0.20588235294117646,0.5222222222222223,0.4772727272727273,0.48314606741573035,0.45,0.5492957746478874,0.46511627906976744,0.41333333333333333,0.3978494623655914,0.5050505050505051
Isavuconazole,0.3088235294117647,0.2875,0.3815789473684211,0.23170731707317074,0.37333333333333335,0.38372093023255816,0.38461538461538464,0.35789473684210527,0.4383561643835616,0.3522727272727273,0.4819277108433735,0.37373737373737376,0.38461538461538464,0.37362637362637363,0.3793103448275862,0.35106382978723405,0.43478260869565216,0.3564356435643564,0.3917525773195876,0.33695652173913043,0.275,0.4358974358974359,0.3,0.38095238095238093,0.30120481927710846,0.3404255319148936,0.375,0.25301204819277107,0.3493975903614458,0.3125,0.7962962962962963,0.16176470588235295,0.20512820512820512,0.31645569620253167,0.3023255813953488,1.0,0.5,0.45569620253164556,0.4375,0.3176470588235294,0.4794520547945205,0.38235294117647056,0.2413793103448276,0.4634146341463415,0.16666666666666666,0.37037037037037035,0.46153846153846156,0.26436781609195403,0.45569620253164556,0.46153846153846156,0.4383561643835616,0.4044943820224719,0.3253012048192771,0.5679012345679012,0.1746031746031746,0.3870967741935484,0.34065934065934067,0.4418604651162791,0.2558139534883721,0.36,0.3409090909090909,0.30666666666666664,0.38636363636363635,0.38235294117647056
Itraconazole,0.3875,0.47058823529411764,0.3956043956043956,0.3977272727272727,0.37362637362637363,0.5842696629213483,0.5116279069767442,0.42452830188679247,0.4111111111111111,0.532608695652174,0.5104166666666666,0.5490196078431373,0.48,0.47,0.4639175257731959,0.49,0.5247524752475248,0.48598130841121495,0.5242718446601942,0.43564356435643564,0.34782608695652173,0.5764705882352941,0.4482758620689655,0.550561797752809,0.4444444444444444,0.46534653465346537,0.5714285714285714,0.3695652173913043,0.425531914893617,0.4431818181818182,0.5256410256410257,0.21686746987951808,0.28888888888888886,0.4318181818181818,0.4105263157894737,0.5,1.0,0.691358024691358,0.6707317073170732,0.38144329896907214,0.4772727272727273,0.5825242718446602,0.3684210526315789,0.632183908045977,0.36363636363636365,0.5113636363636364,0.6190476190476191,0.41935483870967744,0.691358024691358,0.4782608695652174,0.4111111111111111,0.5473684210526316,0.4666666666666667,0.8860759493670886,0.23076923076923078,0.6593406593406593,0.6,0.6976744186046512,0.3541666666666667,0.37777777777777777,0.42857142857142855,0.42857142857142855,0.5319148936170213,0.5092592592592593
Levofloxacin,0.3698630136986301,0.4430379746835443,0.4146341463414634,0.4358974358974359,0.3902439024390244,0.5662650602409639,0.5256410256410257,0.3333333333333333,0.39759036144578314,0.5116279069767442,0.44086021505376344,0.5154639175257731,0.41237113402061853,0.46236559139784944,0.43956043956043955,0.46808510638297873,0.45918367346938777,0.46534653465346537,0.46,0.425531914893617,0.313953488372093,0.782608695652174,0.4935064935064935,0.5301204819277109,0.4691358024691358,0.37,0.6097560975609756,0.4375,0.4642857142857143,0.48717948717948717,0.44,0.18421052631578946,0.3291139240506329,0.47435897435897434,0.41379310344827586,0.45569620253164556,0.691358024691358,1.0,0.68,0.43023255813953487,0.43373493975903615,0.49019607843137253,0.43373493975903615,0.7945205479452054,0.379746835443038,0.3707865168539326,0.7857142857142857,0.4578313253012048,1.0,0.47058823529411764,0.39759036144578314,0.4945054945054945,0.49382716049382713,0.7037037037037037,0.26865671641791045,0.6666666666666666,0.6219512195121951,0.6666666666666666,0.43373493975903615,0.3950617283950617,0.4827586206896552,0.4342105263157895,0.5647058823529412,0.44761904761904764
Linezolid,0.3888888888888889,0.5405405405405406,0.4146341463414634,0.4,0.4074074074074074,0.5662650602409639,0.4691358024691358,0.34615384615384615,0.45,0.5476190476190477,0.4725274725274725,0.5,0.4421052631578947,0.44680851063829785,0.5057471264367817,0.4375,0.4444444444444444,0.494949494949495,0.4174757281553398,0.4725274725274725,0.3950617283950617,0.618421052631579,0.41975308641975306,0.5487804878048781,0.5063291139240507,0.37,0.6097560975609756,0.36904761904761907,0.5,0.4146341463414634,0.42105263157894735,0.16883116883116883,0.3125,0.41975308641975306,0.4819277108433735,0.4375,0.6707317073170732,0.68,1.0,0.4470588235294118,0.45121951219512196,0.49019607843137253,0.38372093023255816,0.6794871794871795,0.3625,0.46987951807228917,0.6447368421052632,0.4578313253012048,0.68,0.4367816091954023,0.45,0.5454545454545454,0.5316455696202531,0.7037037037037037,0.25,0.5730337078651685,0.5833333333333334,0.6265060240963856,0.38372093023255816,0.3950617283950617,0.4659090909090909,0.47297297297297297,0.5113636363636364,0.4205607476635514
Meropenem,0.22784810126582278,0.44155844155844154,0.6142857142857143,0.4533333333333333,0.6086956521739131,0.5679012345679012,0.5263157894736842,0.4574468085106383,0.6376811594202898,0.5875,0.5783132530120482,0.5483870967741935,0.5227272727272727,0.5465116279069767,0.6410256410256411,0.5697674418604651,0.5384615384615384,0.5425531914893617,0.5212765957446809,0.5783132530120482,0.34146341463414637,0.4457831325301205,0.47368421052631576,0.631578947368421,0.5675675675675675,0.35353535353535354,0.5357142857142857,0.49333333333333335,0.8461538461538461,0.4868421052631579,0.2962962962962963,0.1917808219178082,0.3783783783783784,0.4177215189873418,0.7391304347826086,0.3176470588235294,0.38144329896907214,0.43023255813953487,0.4470588235294118,1.0,0.3333333333333333,0.46078431372549017,0.5263157894736842,0.5238095238095238,0.37662337662337664,0.4166666666666667,0.4523809523809524,0.43902439024390244,0.43023255813953487,0.5844155844155844,0.6376811594202898,0.6419753086419753,0.5526315789473685,0.3917525773195876,0.20588235294117646,0.5222222222222223,0.4606741573033708,0.5172413793103449,0.5263157894736842,0.6417910447761194,0.575,0.41333333333333333,0.4942528735632184,0.49
Metronidazole,0.25675675675675674,0.35443037974683544,0.2976190476190476,0.25,0.3048780487804878,0.43023255813953487,0.36585365853658536,0.3711340206185567,0.3625,0.4642857142857143,0.45977011494252873,0.47368421052631576,0.4606741573033708,0.449438202247191,0.34782608695652173,0.43956043956043955,0.43157894736842106,0.46875,0.4329896907216495,0.3804347826086957,0.4520547945205479,0.4146341463414634,0.2857142857142857,0.36363636363636365,0.4,0.3402061855670103,0.45348837209302323,0.22727272727272727,0.36470588235294116,0.2976190476190476,0.5303030303030303,0.18571428571428572,0.1951219512195122,0.3333333333333333,0.36470588235294116,0.4794520547945205,0.4772727272727273,0.43373493975903615,0.45121951219512196,0.3333333333333333,1.0,0.43564356435643564,0.24444444444444444,0.4418604651162791,0.2289156626506024,0.5540540540540541,0.43902439024390244,0.22580645161290322,0.43373493975903615,0.37209302325581395,0.3625,0.3870967741935484,0.4074074074074074,0.5057471264367817,0.11428571428571428,0.4148936170212766,0.3548387096774194,0.43820224719101125,0.24444444444444444,0.30864197530864196,0.35555555555555557,0.34210526315789475,0.3263157894736842,0.43564356435643564
Micafungin,0.2727272727272727,0.5053763440860215,0.4489795918367347,0.4838709677419355,0.42857142857142855,0.7528089887640449,0.5104166666666666,0.5660377358490566,0.4489795918367347,0.6774193548387096,0.48148148148148145,0.5309734513274337,0.5092592592592593,0.5,0.5242718446601942,0.5045871559633027,0.5225225225225225,0.5263157894736842,0.5357142857142857,0.5094339622641509,0.39,0.44660194174757284,0.46875,0.5612244897959183,0.5591397849462365,0.5825242718446602,0.6631578947368421,0.4387755102040816,0.49,0.4791666666666667,0.3673469387755102,0.2608695652173913,0.35051546391752575,0.5,0.46078431372549017,0.38235294117647056,0.5825242718446602,0.49019607843137253,0.49019607843137253,0.46078431372549017,0.43564356435643564,1.0,0.46464646464646464,0.5096153846153846,0.3917525773195876,0.45098039215686275,0.4803921568627451,0.47,0.49019607843137253,0.5252525252525253,0.4489795918367347,0.5728155339805825,0.5806451612903226,0.5922330097087378,0.21978021978021978,0.5961538461538461,0.6224489795918368,0.61,0.47959183673469385,0.41836734693877553,0.5346534653465347,0.45161290322580644,0.5742574257425742,0.5478260869565217
Minocycline,0.30985915492957744,0.44594594594594594,0.5571428571428572,0.5441176470588235,0.5285714285714286,0.5375,0.5342465753424658,0.4,0.47297297297297297,0.5375,0.3956043956043956,0.44329896907216493,0.42857142857142855,0.4659090909090909,0.5308641975308642,0.48863636363636365,0.5111111111111111,0.41,0.4946236559139785,0.47674418604651164,0.39473684210526316,0.4146341463414634,0.5882352941176471,0.48148148148148145,0.47368421052631576,0.41304347826086957,0.5060240963855421,0.9285714285714286,0.5263157894736842,0.5797101449275363,0.23170731707317074,0.22058823529411764,0.4411764705882353,0.5,0.45,0.2413793103448276,0.3684210526315789,0.43373493975903615,0.38372093023255816,0.5263157894736842,0.24444444444444444,0.46464646464646464,1.0,0.4588235294117647,0.36,0.3372093023255814,0.42168674698795183,0.7014925373134329,0.43373493975903615,0.4936708860759494,0.47297297297297297,0.5176470588235295,0.5,0.39361702127659576,0.2786885245901639,0.5833333333333334,0.5,0.4883720930232558,0.9649122807017544,0.5142857142857142,0.8484848484848485,0.3972602739726027,0.5949367088607594,0.3942307692307692
Moxifloxacin,0.3815789473684211,0.5063291139240507,0.44047619047619047,0.4810126582278481,0.4166666666666667,0.6071428571428571,0.5121951219512195,0.36792452830188677,0.44047619047619047,0.5697674418604651,0.5108695652173914,0.5353535353535354,0.4791666666666667,0.4842105263157895,0.5280898876404494,0.4895833333333333,0.5102040816326531,0.5612244897959183,0.51,0.4787234042553192,0.3563218390804598,0.8823529411764706,0.4634146341463415,0.5348837209302325,0.4939759036144578,0.40594059405940597,0.6309523809523809,0.42857142857142855,0.5609756097560976,0.47560975609756095,0.4675324675324675,0.1875,0.35802469135802467,0.4634146341463415,0.4883720930232558,0.4634146341463415,0.632183908045977,0.7945205479452054,0.6794871794871795,0.5238095238095238,0.4418604651162791,0.5096153846153846,0.4588235294117647,1.0,0.3902439024390244,0.4111111111111111,0.8571428571428571,0.4482758620689655,0.7945205479452054,0.4772727272727273,0.44047619047619047,0.532608695652174,0.5180722891566265,0.6627906976744186,0.2676056338028169,0.6477272727272727,0.6235294117647059,0.627906976744186,0.4418604651162791,0.42168674698795183,0.5227272727272727,0.5,0.5681818181818182,0.4811320754716981
