drug,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
Cefazolin,-0.06491410732269287,0.10458576679229736,0.0005109310150146484,-0.04678225517272949,-0.06558495759963989,-0.006843984127044678,-0.049181461334228516,0.02431623637676239,-0.08081913739442825,-0.08849826455116272,0.06228213012218475,-0.05528193712234497,-0.05562010407447815,0.05452001094818115,-0.08723286539316177,0.019602179527282715,0.022520065307617188,0.021676361560821533,-0.0034672021865844727,-0.057847559452056885,0.018836498260498047,-0.0726417601108551,-0.0018310248851776123,0.08814910054206848,0.0014734864234924316,0.016615748405456543,-0.0580521896481514,-0.042173147201538086,-0.02709442377090454,0.033899545669555664,0.1029195785522461,-0.01707279682159424,-1.188080906867981,-0.06411974132061005,-0.08973154425621033,0.09464973211288452,-0.08382628858089447,0.046295031905174255,-0.10484051704406738,-0.027535244822502136,0.06691780686378479,0.0865439921617508,0.0424463152885437,-0.008272051811218262,0.04239004850387573,-0.03652459383010864,0.0724506676197052,-0.06682327389717102,0.031209200620651245,0.06386706233024597,0.0289766788482666,0.033585742115974426,0.11058914661407471,-0.03602638840675354,-0.04495249688625336,0.05956549942493439,-0.05840545892715454,-0.0907428115606308,0.0410885214805603,-0.025590062141418457,-0.09230837225914001,-0.02341020107269287,0.06492830067873001,-0.11162997782230377,0.08839359134435654,-0.06018760800361633,0.06606392562389374,0.06479260325431824,0.04328747093677521,-0.07324029505252838,-0.003842458128929138,0.059314072132110596,-0.11435437202453613,0.06261301040649414,-0.038459524512290955,0.003871142864227295,0.051632776856422424,-0.09294819831848145,-0.03363744169473648,0.007894665002822876,0.043114736676216125,0.052981168031692505,-0.05318951606750488,0.025779902935028076,0.04386770725250244,0.05209922790527344,0.06355807185173035,0.06263770163059235,-0.08997362852096558,0.05110275745391846,-0.07308408617973328,0.058614835143089294,0.03677511215209961,-0.07865434885025024,0.06501924991607666,-0.06375531852245331,0.09372639656066895,0.04884502291679382,0.04025748372077942,0.03713947534561157,-0.024857521057128906,0.057534605264663696,-0.06103447079658508,0.07260644435882568,-0.034394219517707825,-0.0450812429189682,0.03171844780445099,0.08292685449123383,0.0587618350982666,0.01653081178665161,0.05725410580635071,-0.060677528381347656,-0.016620904207229614,-0.03637424111366272,0.04068821668624878,0.052359580993652344,0.05329646170139313,0.014277264475822449,0.009437352418899536,-0.049624308943748474,0.6332288980484009,-0.03669559955596924,0.07724273204803467,-0.047892600297927856,0.009850740432739258,0.03345257043838501,0.04123780131340027,0.09176191687583923
Cefepime,0.07999703288078308,-0.1234046220779419,-0.0579259991645813,0.1395394653081894,0.059873759746551514,0.06556427478790283,-0.013011902570724487,-0.004584968090057373,0.07180097699165344,0.10658982396125793,-0.06723570823669434,0.08701658248901367,0.11708852648735046,-0.04281061887741089,0.0973532646894455,-0.0781116783618927,-0.01796722412109375,0.028521686792373657,0.010721057653427124,0.03812010586261749,-0.06203824281692505,0.07135677337646484,0.011242687702178955,-0.08981123566627502,-0.02982252836227417,0.047844886779785156,0.03797362744808197,0.020616471767425537,0.02433350682258606,0.000970110297203064,-0.03889539837837219,0.007823348045349121,-1.9102537631988525,0.028084158897399902,0.008496284484863281,-0.21194487810134888,0.059246525168418884,-0.0014053285121917725,0.0694061815738678,0.026846617460250854,-0.08459299802780151,-0.1786080151796341,-0.0201825350522995,0.01326906681060791,-0.023092985153198242,0.04507879912853241,-0.018626511096954346,0.12466470897197723,-0.04876291751861572,-0.10808050632476807,-0.0009609460830688477,-0.02008703351020813,-0.12145090103149414,0.007803365588188171,0.07316459715366364,-0.0732976496219635,0.10798156261444092,0.09477847814559937,-0.03586772084236145,0.04323868453502655,0.12256559729576111,-0.07587233185768127,-0.04229927062988281,0.07358431816101074,-0.010320618748664856,0.08846437931060791,-0.021152108907699585,-0.025594741106033325,-0.03487470746040344,0.09090591967105865,0.0029313862323760986,-0.04049795866012573,0.16169720888137817,-0.035407766699790955,0.07960426807403564,0.062109410762786865,-0.10183095932006836,0.24013537168502808,0.10390877723693848,-0.015614837408065796,0.025852203369140625,0.01930662989616394,0.07756707072257996,-0.08292251825332642,-0.05733346939086914,-0.040333092212677,-0.04404968023300171,-0.11674714088439941,0.1126416027545929,-0.11850613355636597,0.008365392684936523,-0.03181849420070648,-0.09878352284431458,0.026065349578857422,-0.08053451776504517,0.05386626720428467,-0.0833863615989685,-0.034296512603759766,-0.021004080772399902,-0.07246033847332001,0.058762162923812866,-0.05707162618637085,0.06257607042789459,-0.0848495364189148,-0.025682464241981506,0.10788321495056152,-0.01752437651157379,-0.058989524841308594,-0.10432732105255127,-0.0436573326587677,-0.07420742511749268,0.14945712685585022,0.06686453521251678,0.04389721155166626,0.009480416774749756,-0.03683304786682129,-0.130228191614151,3.395974636077881e-05,-0.02990671992301941,0.049715250730514526,1.6227984428405762,0.06346368789672852,-0.07072499394416809,0.05016970634460449,-0.07858240604400635,-0.06053680181503296,0.018521159887313843,-0.04945245385169983
Cefixime,0.028669238090515137,-0.158655047416687,-0.10504341125488281,0.16554205119609833,0.04590839147567749,-0.022496163845062256,0.006873130798339844,-0.0318567156791687,0.057446856051683426,0.11495691537857056,-0.10228849947452545,0.0712963342666626,0.12110568583011627,-0.0009438991546630859,0.14542156457901,-0.10900777578353882,-0.0004425644874572754,0.06714478135108948,-0.04590091109275818,0.061860308051109314,-0.04216614365577698,0.0629124641418457,-0.04335677623748779,-0.08493740856647491,-0.02429378032684326,0.014346778392791748,0.08082854747772217,0.027632474899291992,0.046647340059280396,0.027778930962085724,-0.05483567714691162,0.03172159194946289,-1.474340558052063,0.07186466455459595,0.05556291341781616,-0.22747814655303955,0.06592145562171936,0.032787472009658813,0.07425189018249512,0.07281133532524109,-0.11012233793735504,-0.19340670108795166,-0.03924250602722168,0.01205676794052124,-0.012046128511428833,0.060372382402420044,0.0013713240623474121,0.15363609790802002,-0.07546037435531616,-0.0836416482925415,0.003686845302581787,-0.007616817951202393,-0.1713181436061859,0.00937044620513916,0.07489554584026337,-0.10428236424922943,0.1318061351776123,0.1707492172718048,-0.05168144404888153,0.05773147940635681,0.17236559092998505,-0.04377889633178711,-0.06756182014942169,0.04687396436929703,0.02785526216030121,0.08666691184043884,-0.05801914632320404,-0.04527777433395386,0.02156659960746765,0.06366503238677979,0.006444394588470459,-0.035718291997909546,0.1579737663269043,-0.06436628103256226,0.07250699400901794,0.046484410762786865,-0.08389972150325775,0.2788638472557068,0.07682758569717407,0.014212459325790405,0.024177730083465576,-0.044902533292770386,0.10820060968399048,-0.1479588747024536,-0.04203540086746216,-0.02324676513671875,-0.0424494743347168,-0.15908262133598328,0.07514767348766327,-0.13757425546646118,0.015502482652664185,0.016252756118774414,-0.15106666088104248,0.07340174913406372,-0.08034086227416992,0.07233652472496033,-0.101816326379776,-0.08282455801963806,0.006176397204399109,-0.06751301884651184,0.03150060772895813,-0.05323535203933716,0.050777360796928406,-0.07937997579574585,-0.022142857313156128,0.14372102916240692,-0.053715780377388,-0.08467212319374084,-0.08514821529388428,0.016771167516708374,-0.08310890197753906,0.22843673825263977,0.05780598521232605,0.03706628084182739,0.028412818908691406,0.0447043776512146,-0.1450202465057373,0.01729518175125122,-0.04049822688102722,0.08192436397075653,0.3406261205673218,0.02856922149658203,-0.07029671967029572,0.042909175157547,-0.10638809204101562,-0.04382069408893585,0.021681934595108032,-0.07993271946907043
Cefotaxime,0.029911011457443237,-0.1030009388923645,-0.06574958562850952,0.11548872292041779,0.03618139028549194,-0.004232347011566162,-0.0029106438159942627,-0.026106923818588257,0.04706669971346855,0.06419959664344788,-0.0584091991186142,0.044330209493637085,0.09126538038253784,0.0024116039276123047,0.08408468961715698,-0.0714394748210907,0.000603020191192627,0.036349326372146606,-0.031040549278259277,0.050717681646347046,-0.028865307569503784,0.03882741928100586,-0.027792423963546753,-0.05645689368247986,-0.02531936764717102,0.02208787202835083,0.04597100615501404,0.01700770854949951,0.03850281238555908,0.01403605192899704,-0.02557051181793213,0.022946834564208984,-0.9544035196304321,0.05256381630897522,0.027013421058654785,-0.15367138385772705,0.03986355662345886,0.012467026710510254,0.05169665813446045,0.06707930564880371,-0.07942213118076324,-0.1254533976316452,-0.0267258882522583,-0.002031266689300537,-0.007138609886169434,0.03038632869720459,-0.002353966236114502,0.0996081531047821,-0.04219621419906616,-0.059292495250701904,-0.01809924840927124,-0.0157356858253479,-0.10455819964408875,-0.004453524947166443,0.051427170634269714,-0.061047255992889404,0.07241839170455933,0.10970720648765564,-0.04318460822105408,0.03346092998981476,0.10201641917228699,-0.041269272565841675,-0.04684083163738251,0.025530867278575897,0.016266390681266785,0.06050005555152893,-0.04583504796028137,-0.026980459690093994,0.005473211407661438,0.0312269926071167,0.013811066746711731,-0.017932415008544922,0.11406537890434265,-0.04032851755619049,0.06001242995262146,0.024046480655670166,-0.05232325196266174,0.16867661476135254,0.04836699366569519,0.004024341702461243,0.013103663921356201,-0.03236398100852966,0.07172265648841858,-0.09434548020362854,-0.038001418113708496,-0.015346825122833252,-0.032746970653533936,-0.0886523425579071,0.04978667199611664,-0.10485410690307617,0.0014918148517608643,0.019140511751174927,-0.1160154938697815,0.045952677726745605,-0.06559789180755615,0.03922349214553833,-0.061679720878601074,-0.046188339591026306,0.0030650347471237183,-0.05465063452720642,0.018799901008605957,-0.03087550401687622,0.03818536177277565,-0.06719228625297546,-0.027192115783691406,0.0943918377161026,-0.03731900453567505,-0.040633320808410645,-0.0531916618347168,0.0061522722244262695,-0.0597510039806366,0.15752600133419037,0.04891446232795715,0.02650955319404602,0.013023540377616882,0.022410035133361816,-0.10549702495336533,0.004720762372016907,-0.01702141761779785,0.05985592305660248,0.6029918193817139,0.025504112243652344,-0.0375354140996933,0.026342809200286865,-0.0763547420501709,-0.030764177441596985,0.01803058385848999,-0.04535815119743347
Cefoxitin,0.05088615417480469,-0.2634879946708679,-0.20808029174804688,0.3244873285293579,0.09329408407211304,0.00025385618209838867,-0.027605444192886353,-0.07540968060493469,0.03355126082897186,0.15020518004894257,-0.2035982459783554,0.15463542938232422,0.2634415030479431,-0.0008774995803833008,0.17541155219078064,-0.2347698211669922,-0.0006850361824035645,0.05620741844177246,-0.052438199520111084,0.12306980788707733,-0.07786524295806885,0.13546079397201538,-0.02709108591079712,-0.19112813472747803,-0.03181764483451843,0.08221304416656494,0.13278105854988098,0.053853511810302734,0.013899147510528564,0.08911068737506866,-0.07225912809371948,0.01394963264465332,-2.623861789703369,0.09827882051467896,0.07838693261146545,-0.46085065603256226,0.12100040912628174,-0.00915779173374176,0.1560177206993103,0.09805461764335632,-0.13666510581970215,-0.3636897802352905,-0.0668664276599884,-0.03797328472137451,-0.0666227638721466,0.08944627642631531,-0.05917525291442871,0.2510300874710083,-0.12564444541931152,-0.10260564088821411,-0.02282893657684326,-0.017977774143218994,-0.31224536895751953,-0.017078205943107605,0.1637456864118576,-0.19905522465705872,0.2741318941116333,0.24778038263320923,-0.05143935978412628,0.10402536392211914,0.2893425226211548,-0.05656421184539795,-0.10162517428398132,0.11935895681381226,0.04929995536804199,0.13589179515838623,-0.08943600952625275,-0.05878651142120361,-0.012067258358001709,0.15854769945144653,-0.011866837739944458,-0.11430925130844116,0.334202378988266,-0.1202000081539154,0.11933565139770508,0.12716591358184814,-0.210940420627594,0.45650413632392883,0.14668577909469604,-0.007708221673965454,0.06753885746002197,0.012478828430175781,0.15374474227428436,-0.21811652183532715,-0.11817699670791626,-0.08916336297988892,-0.050888895988464355,-0.27230313420295715,0.1726740002632141,-0.2425706386566162,0.002597987651824951,0.05682419240474701,-0.28016993403434753,0.0957598090171814,-0.1696380376815796,0.09798133373260498,-0.15334367752075195,-0.11995388567447662,-0.024442851543426514,-0.13263064622879028,0.09431323409080505,-0.06740444898605347,0.14913338422775269,-0.18577784299850464,-0.07468864321708679,0.23091907799243927,-0.09008999168872833,-0.1329134702682495,-0.15942656993865967,0.02775248885154724,-0.16757410764694214,0.4288734197616577,0.12638917565345764,0.08823150396347046,0.02526506781578064,-0.03220856189727783,-0.26864859461784363,0.06344486773014069,-0.11494855582714081,0.2055255025625229,1.862684965133667,0.08123898506164551,-0.12887069582939148,0.06516611576080322,-0.13042256236076355,-0.09585556387901306,0.051641881465911865,-0.09857472777366638
Cefpodoxime,0.08236581087112427,-0.1894155740737915,-0.07136428356170654,0.17841273546218872,0.08093255758285522,0.03053194284439087,0.044606924057006836,-0.01824173331260681,0.1230032816529274,0.18982937932014465,-0.11764955520629883,0.0837256908416748,0.1456015408039093,-0.05293184518814087,0.18924550712108612,-0.13238200545310974,-0.03002128005027771,0.015119612216949463,-0.015527874231338501,0.08896993100643158,-0.07786175608634949,0.10220253467559814,-0.053241074085235596,-0.1337573081254959,-0.0244780033826828,0.05102664232254028,0.13337072730064392,0.05464214086532593,0.06688019633293152,-0.01943545788526535,-0.09378233551979065,0.04704844951629639,-0.37203508615493774,0.13123589754104614,0.08003109693527222,-0.3087066411972046,0.10055810213088989,-0.012475833296775818,0.12926605343818665,0.075762078166008,-0.12926992774009705,-0.23299327492713928,-0.03914107382297516,0.05111825466156006,-0.032184600830078125,0.0717429667711258,-0.047754690051078796,0.22527888417243958,-0.07205590605735779,-0.15256938338279724,-0.006872832775115967,-0.04346586763858795,-0.18152129650115967,0.00671357661485672,0.07698257267475128,-0.13581767678260803,0.15253916382789612,0.19480374455451965,-0.08886444568634033,0.058192864060401917,0.18091526627540588,-0.061887070536613464,-0.11655573546886444,0.08852174133062363,-0.0220847949385643,0.12576983869075775,-0.09910028427839279,-0.08675423264503479,-0.01988677680492401,0.11694236099720001,0.05370458960533142,-0.0785464346408844,0.2161388099193573,-0.08867771923542023,0.13237303495407104,0.050718843936920166,-0.10742330551147461,0.35138118267059326,0.1260184347629547,-0.006046518683433533,-0.008461415767669678,-0.0452757328748703,0.14521485567092896,-0.14367616176605225,-0.09238749742507935,-0.07674163579940796,-0.08616963028907776,-0.1542045623064041,0.13482551276683807,-0.15484550595283508,0.05896715819835663,-0.05189371109008789,-0.16136717796325684,0.08161544799804688,-0.10554248094558716,0.11522401869297028,-0.14685869216918945,-0.099162757396698,-0.016813650727272034,-0.08752375841140747,0.0467090904712677,-0.08389952778816223,0.06459201872348785,-0.09945595264434814,-0.011034846305847168,0.1815914362668991,-0.04487869143486023,-0.12238584458827972,-0.1239922046661377,-0.021015971899032593,-0.12690004706382751,0.28132861852645874,0.07465246319770813,0.0401671826839447,-0.00866273045539856,-0.023839592933654785,-0.18532060086727142,0.008800432085990906,-0.05266030132770538,0.0793408751487732,-0.2631817162036896,0.04029363393783569,-0.11979129910469055,0.05347156524658203,-0.11630350351333618,-0.09644313156604767,-0.02635014057159424,-0.10967006534337997
Ceftazidime,-0.07703962922096252,0.2090296745300293,0.07911995053291321,-0.14329582452774048,-0.07765531539916992,-0.01985490322113037,-0.03984060883522034,0.0609394907951355,-0.09926111251115799,-0.16132965683937073,0.12642017006874084,-0.12186163663864136,-0.11779704689979553,0.0318031907081604,-0.1862957775592804,0.10820496082305908,0.017987370491027832,-0.05049440264701843,0.032973289489746094,-0.1226341724395752,0.04721403121948242,-0.1252484917640686,0.049343228340148926,0.14059118926525116,0.03987887501716614,-0.008188009262084961,-0.12593887746334076,-0.06177884340286255,-0.06994348764419556,-0.012319490313529968,0.16176031529903412,-0.030436694622039795,-1.4991397857666016,-0.11019283533096313,-0.15664464235305786,0.24062232673168182,-0.14665532112121582,0.049643874168395996,-0.16299167275428772,-0.07772690057754517,0.11532791703939438,0.233378604054451,0.07745950669050217,0.006291329860687256,0.0614703893661499,-0.049854159355163574,0.06805679202079773,-0.17061284184455872,0.0854463279247284,0.12007558345794678,0.031558096408843994,0.03853358328342438,0.23982900381088257,-0.02973318099975586,-0.10491955280303955,0.1417209804058075,-0.17482233047485352,-0.21522709727287292,0.061306774616241455,-0.07295924425125122,-0.2260836362838745,-0.012356355786323547,0.11395832151174545,-0.1550932675600052,0.07336994260549545,-0.08421549201011658,0.09522593021392822,0.07514050602912903,0.020610779523849487,-0.11354152858257294,0.009915128350257874,0.07824106514453888,-0.23658505082130432,0.11391015350818634,-0.08254630863666534,-0.033255577087402344,0.1009344756603241,-0.27395161986351013,-0.09276489168405533,0.012856319546699524,0.016955286264419556,0.0731925368309021,-0.1273566633462906,0.11496108770370483,0.05613827705383301,0.0669897198677063,0.08165973424911499,0.173464834690094,-0.1304745227098465,0.12905168533325195,-0.09542608261108398,0.03553330898284912,0.1341325044631958,-0.12570452690124512,0.14143389463424683,-0.10832946002483368,0.17948481440544128,0.11568695306777954,0.042882040143013,0.07577627897262573,-0.028766125440597534,0.09615379571914673,-0.12443667650222778,0.11910563707351685,-0.010439053177833557,-0.14220234751701355,0.06431107223033905,0.15268266201019287,0.11655169725418091,-0.01944422721862793,0.12937891483306885,-0.2297050803899765,-0.06349346041679382,-0.03107994794845581,0.01810210943222046,0.03292691707611084,0.14830251038074493,-0.0205392986536026,0.07596394419670105,-0.09245724976062775,0.5054608583450317,-0.033065974712371826,0.13135462999343872,-0.060657232999801636,0.06966087222099304,0.04388757050037384,0.019907891750335693,0.15255588293075562
Ceftobiprole,0.05155360698699951,-0.16221332550048828,-0.10621374845504761,0.18837760388851166,0.058387815952301025,0.020565271377563477,-0.001171886920928955,-0.05900213122367859,0.03366468474268913,0.08998444676399231,-0.11700236797332764,0.10046613216400146,0.1612582802772522,-0.021732687950134277,0.13279983401298523,-0.15080121159553528,-0.0034491419792175293,0.07089117169380188,-0.04620015621185303,0.06817926466464996,-0.06352412700653076,0.0985826849937439,-0.021136552095413208,-0.10644513368606567,-0.0346778929233551,0.046663761138916016,0.06562539935112,0.03551018238067627,0.035439372062683105,0.04392269253730774,-0.055769771337509155,0.005919337272644043,-1.7311229705810547,0.046481162309646606,0.04654771089553833,-0.2564343512058258,0.08735767006874084,0.011128425598144531,0.09613454341888428,0.07117053866386414,-0.12608854472637177,-0.2231847494840622,-0.03488941490650177,-0.015334248542785645,-0.03986486792564392,0.04159177839756012,-0.023137211799621582,0.15639302134513855,-0.09119951725006104,-0.11642707884311676,-0.019266963005065918,-0.01909804344177246,-0.18697980046272278,-0.006738215684890747,0.09551255404949188,-0.10858991742134094,0.17691254615783691,0.15285348892211914,-0.0425124317407608,0.056517139077186584,0.1671438217163086,-0.06126904487609863,-0.07708516716957092,0.0879201591014862,0.025024667382240295,0.07592923939228058,-0.04735848307609558,-0.04320216178894043,-0.009058535099029541,0.09985160827636719,-0.00498509407043457,-0.04969942569732666,0.2000046968460083,-0.07940000295639038,0.08751219511032104,0.07371389865875244,-0.10889051854610443,0.30463218688964844,0.11200910806655884,-0.023959219455718994,0.02328568696975708,0.0028110742568969727,0.09999696910381317,-0.13023412227630615,-0.06240123510360718,-0.04416549205780029,-0.032533615827560425,-0.1573963165283203,0.0924120843410492,-0.16774922609329224,-0.011835992336273193,0.035756438970565796,-0.1742836833000183,0.048348188400268555,-0.10994541645050049,0.06871730089187622,-0.11306107044219971,-0.07137554883956909,-0.03445371985435486,-0.10526223480701447,0.0622425377368927,-0.07210922241210938,0.09297190606594086,-0.13034752011299133,-0.05038923770189285,0.14418922364711761,-0.04249158501625061,-0.059988439083099365,-0.11208891868591309,-0.0047345757484436035,-0.11104154586791992,0.2485959231853485,0.07288792729377747,0.05719345808029175,0.003716692328453064,-0.015272021293640137,-0.1801047921180725,0.01766251027584076,-0.06041949987411499,0.09876012802124023,1.6636518239974976,0.04264473915100098,-0.07579055428504944,0.0440654456615448,-0.10529693961143494,-0.06406816840171814,0.042757779359817505,-0.06220370531082153
Ceftriaxone,0.07829731702804565,-0.20930802822113037,-0.11388063430786133,0.2529922425746918,0.06328856945037842,0.03671175241470337,0.007000267505645752,-0.030629456043243408,0.061254650354385376,0.18504086136817932,-0.14953507483005524,0.1186363697052002,0.20239520072937012,-0.05086779594421387,0.2238164246082306,-0.16320408880710602,0.030444860458374023,0.034585803747177124,-0.038375020027160645,0.12987256050109863,-0.08861047029495239,0.13166356086730957,-0.05147308111190796,-0.15312248468399048,-0.0315416157245636,0.0562518835067749,0.11318542063236237,0.05140560865402222,0.03271758556365967,0.04098442196846008,-0.09083983302116394,0.0245627760887146,-2.0889928340911865,0.1456291675567627,0.07175526022911072,-0.3973664939403534,0.11110760271549225,0.03089967370033264,0.1363968849182129,0.07625311613082886,-0.14212359488010406,-0.28693580627441406,-0.01636873185634613,0.04335606098175049,-0.06710243225097656,0.08486422896385193,-0.04829573631286621,0.2462056279182434,-0.12518274784088135,-0.13975387811660767,-0.019727706909179688,-0.00496065616607666,-0.23014459013938904,0.0410505086183548,0.14581474661827087,-0.16376283764839172,0.2213001847267151,0.2164897322654724,-0.032310619950294495,0.05990123748779297,0.2007523477077484,-0.0718233585357666,-0.11175605654716492,0.06636005640029907,-0.002099752426147461,0.13715633749961853,-0.1032094657421112,-0.07570996880531311,-0.004829466342926025,0.15100917220115662,-0.012431412935256958,-0.11798292398452759,0.25579923391342163,-0.13147172331809998,0.13149160146713257,0.10318607091903687,-0.11644554138183594,0.3892570734024048,0.13156086206436157,-0.014846250414848328,0.0533730685710907,-0.007301926612854004,0.13904327154159546,-0.1447291076183319,-0.07715529203414917,-0.08118069171905518,-0.047979116439819336,-0.22551178932189941,0.1339678168296814,-0.18695825338363647,0.0011229515075683594,-0.029965192079544067,-0.15351688861846924,0.09419426321983337,-0.144112229347229,0.1190081238746643,-0.14295777678489685,-0.0912325531244278,-0.01553654670715332,-0.08002622425556183,0.09685814380645752,-0.039328575134277344,0.1058998703956604,-0.13519474864006042,-0.03234343230724335,0.20564629137516022,-0.036099791526794434,-0.13233691453933716,-0.1197887659072876,-0.02286607027053833,-0.16764074563980103,0.32549524307250977,0.11248531937599182,0.04859817028045654,0.01938539743423462,-0.03749895095825195,-0.21130087971687317,0.01733306050300598,-0.06966863572597504,0.1284523606300354,2.27364444732666,0.06411093473434448,-0.15791967511177063,0.06267380714416504,-0.13934284448623657,-0.11505287885665894,0.023157864809036255,-0.09575185179710388
Cefuroxime,0.006348758935928345,-0.045426368713378906,-0.060795485973358154,0.08060328662395477,-0.0012540221214294434,-0.005356699228286743,-0.021466106176376343,-0.011906534433364868,-0.003437776118516922,0.040377259254455566,-0.03725197911262512,0.025187671184539795,0.03702393174171448,0.04273870587348938,0.04676640033721924,-0.049463629722595215,-0.01004248857498169,0.03982585668563843,-0.029400616884231567,0.041131362318992615,-0.01519802212715149,-0.00013238191604614258,-0.029709309339523315,-0.01934891939163208,-0.01676464080810547,0.016807526350021362,0.03383072465658188,0.011577606201171875,0.014573395252227783,0.029901176691055298,-0.00039264559745788574,0.017038017511367798,-0.7078619003295898,0.029672428965568542,0.018613189458847046,-0.08285361528396606,0.03144185245037079,0.009549900889396667,0.01453399658203125,0.03679594397544861,-0.03297463059425354,-0.08312998712062836,-0.011411719024181366,-0.0015339255332946777,-0.00045245885848999023,0.0049425214529037476,0.010647118091583252,0.06031760573387146,-0.035591959953308105,-0.03550294041633606,0.0015848278999328613,-0.00949220359325409,-0.056742459535598755,-0.03797870874404907,0.03554828464984894,-0.034715116024017334,0.04335629940032959,0.06741133332252502,-0.029145628213882446,0.035504817962646484,0.07499091327190399,-0.03333738446235657,-0.017299219965934753,-0.009829968214035034,0.04366128146648407,0.009743034839630127,-0.019786030054092407,0.014500021934509277,0.024177134037017822,0.0040721595287323,0.0162983238697052,0.003970474004745483,0.06065216660499573,-0.00879506766796112,0.04389199614524841,0.03131371736526489,-0.03429776430130005,0.11349219083786011,0.03242925554513931,0.01040203869342804,0.019593656063079834,-0.0022247135639190674,0.0396946519613266,-0.07836157083511353,-0.02174478769302368,-0.004031777381896973,-0.008060097694396973,-0.0634976401925087,0.015985995531082153,-0.06676754355430603,-0.012176096439361572,0.042687416076660156,-0.09045672416687012,0.0205879807472229,-0.03633272647857666,0.01168796420097351,-0.0398295521736145,-0.018973439931869507,0.022668883204460144,-0.02961602807044983,0.0013939738273620605,-0.00791078805923462,0.009818825870752335,-0.024070829153060913,-0.03872966766357422,0.07267412543296814,-0.019756868481636047,-0.02530837059020996,-0.025743961334228516,0.02310428023338318,-0.041068822145462036,0.10648641735315323,0.03658820688724518,-0.004139304161071777,0.0294913649559021,0.029869496822357178,-0.0645388513803482,0.025234617292881012,-0.019106656312942505,0.020834535360336304,0.09373286366462708,-0.004546463489532471,-0.007448911666870117,0.01131923496723175,-0.06305316090583801,-0.015519320964813232,0.022439956665039062,-0.011552676558494568
Chloramphenicol,0.05474773049354553,-0.1954748034477234,-0.09621495008468628,0.1905249059200287,0.06947869062423706,0.0022110044956207275,0.0033681094646453857,-0.03766371309757233,0.0744297131896019,0.12823569774627686,-0.11714330315589905,0.08772528171539307,0.1649894416332245,-0.032644122838974,0.1582982838153839,-0.12979286909103394,0.0024976730346679688,0.07072535157203674,-0.04792734980583191,0.0633329451084137,-0.06886819005012512,0.09947729110717773,-0.040637388825416565,-0.09913188219070435,-0.029405176639556885,0.02447211742401123,0.07011808454990387,0.023251891136169434,0.05006539821624756,0.034753814339637756,-0.07649710774421692,0.043720901012420654,-1.91517972946167,0.07370808720588684,0.05662316083908081,-0.2521207928657532,0.09159080684185028,0.00893394649028778,0.08879727125167847,0.07062113285064697,-0.14344285428524017,-0.22501957416534424,-0.03803062438964844,0.020701050758361816,-0.022697150707244873,0.06935042142868042,-0.006220787763595581,0.18006256222724915,-0.08613944053649902,-0.10778480768203735,-0.0031561851501464844,-0.007847309112548828,-0.19628271460533142,0.0249282568693161,0.08277972042560577,-0.12130075693130493,0.14914512634277344,0.18754249811172485,-0.057391345500946045,0.05943824350833893,0.19909408688545227,-0.06478741765022278,-0.07783731818199158,0.07174214720726013,0.028012260794639587,0.11210997402667999,-0.04661540687084198,-0.06162634491920471,0.025117337703704834,0.0963582992553711,0.005891397595405579,-0.05090075731277466,0.2005751132965088,-0.07971854507923126,0.0933309942483902,0.057533442974090576,-0.11335040628910065,0.3275206685066223,0.09365987777709961,-7.446110248565674e-05,0.0357479602098465,-0.047216832637786865,0.13708513975143433,-0.16445493698120117,-0.05321073532104492,-0.03653484582901001,-0.047354161739349365,-0.18999412655830383,0.09533338248729706,-0.15979519486427307,0.031242340803146362,0.00284421443939209,-0.15768417716026306,0.0887652039527893,-0.10762369632720947,0.08062148094177246,-0.12295132875442505,-0.08211417496204376,-0.008761778473854065,-0.08467930555343628,0.04946818947792053,-0.07132399082183838,0.06878836452960968,-0.1068568229675293,-0.011712536215782166,0.16720174252986908,-0.06391105055809021,-0.08210840821266174,-0.09997725486755371,-0.011772960424423218,-0.09363985061645508,0.23242996633052826,0.06875893473625183,0.06302410364151001,0.028413504362106323,0.034427762031555176,-0.18083015084266663,6.780773401260376e-05,-0.042353302240371704,0.09386232495307922,0.732846200466156,0.051991045475006104,-0.09177890419960022,0.06148090958595276,-0.1252424418926239,-0.055293008685112,0.026506006717681885,-0.08908127248287201
